Date,Linea (#),Kroma Network (#),zkSync Era (#),OP Mainnet (#),Boba Network (#),Stacks (#),Arbitrum (#),Astar zkEVM (#),Mantle (#),Polygon zkEVM (#),Starknet (#),Manta Pacific (#),Scroll (#),ZKFair (#),Base (#),Metis (#),Mode Network (#),Kinto (#)
2023-01-01,77.00,57.00,46.00,31.00,25.00,11.00,25.00,28.00,22.00,24.00,18.00,14.00,19.00,16.00,,2.00,,
2023-01-02,77.00,57.00,46.00,31.00,25.00,11.00,25.00,28.00,22.00,24.00,18.00,13.00,19.00,16.00,,2.00,,
2023-01-03,81.00,60.00,47.00,30.00,26.00,11.00,26.00,30.00,22.00,24.00,19.00,13.00,19.00,16.00,,2.00,,
2023-01-04,79.00,59.00,49.00,30.00,27.00,10.00,27.00,31.00,22.00,24.00,17.00,13.00,19.00,16.00,,2.00,,
2023-01-05,79.00,62.00,49.00,29.00,27.00,10.00,27.00,32.00,22.00,23.00,17.00,13.00,20.00,15.00,,2.00,,
2023-01-06,79.00,60.00,48.00,28.00,27.00,9.00,27.00,32.00,22.00,22.00,17.00,12.00,20.00,15.00,,2.00,,
2023-01-07,78.00,61.00,46.00,28.00,27.00,9.00,27.00,31.00,22.00,22.00,18.00,12.00,20.00,15.00,,2.00,,
2023-01-08,74.00,59.00,44.00,28.00,27.00,11.00,26.00,30.00,22.00,22.00,18.00,12.00,20.00,15.00,,2.00,,
2023-01-09,74.00,61.00,44.00,28.00,26.00,12.00,26.00,31.00,25.00,22.00,18.00,12.00,20.00,15.00,,2.00,,
2023-01-10,77.00,64.00,47.00,29.00,27.00,13.00,26.00,31.00,25.00,22.00,19.00,12.00,20.00,15.00,,2.00,,
2023-01-11,80.00,68.00,46.00,29.00,26.00,13.00,26.00,31.00,25.00,23.00,20.00,14.00,21.00,15.00,,2.00,,
2023-01-12,80.00,71.00,45.00,31.00,27.00,13.00,25.00,33.00,27.00,22.00,19.00,15.00,21.00,14.00,,2.00,,
2023-01-13,77.00,69.00,44.00,29.00,27.00,14.00,25.00,33.00,25.00,22.00,18.00,15.00,20.00,14.00,,2.00,,
2023-01-14,77.00,68.00,44.00,29.00,27.00,13.00,25.00,32.00,25.00,21.00,18.00,14.00,21.00,13.00,,3.00,,
2023-01-15,74.00,70.00,43.00,29.00,27.00,13.00,25.00,31.00,25.00,20.00,18.00,14.00,21.00,12.00,,3.00,,
2023-01-16,78.00,75.00,45.00,29.00,27.00,13.00,25.00,31.00,25.00,20.00,18.00,14.00,21.00,12.00,,3.00,,
2023-01-17,84.00,76.00,45.00,29.00,28.00,13.00,25.00,32.00,24.00,20.00,19.00,15.00,21.00,12.00,,4.00,,
2023-01-18,86.00,78.00,46.00,29.00,29.00,13.00,25.00,33.00,26.00,23.00,16.00,16.00,21.00,13.00,,4.00,,
2023-01-19,87.00,78.00,48.00,29.00,29.00,13.00,25.00,33.00,26.00,23.00,15.00,16.00,20.00,13.00,,4.00,,
2023-01-20,87.00,80.00,47.00,28.00,28.00,14.00,25.00,32.00,26.00,23.00,16.00,16.00,20.00,14.00,,4.00,,
2023-01-21,84.00,78.00,47.00,27.00,27.00,13.00,25.00,32.00,26.00,23.00,16.00,16.00,20.00,14.00,,4.00,,
2023-01-22,83.00,78.00,47.00,27.00,26.00,13.00,25.00,32.00,26.00,23.00,16.00,15.00,20.00,14.00,,4.00,,
2023-01-23,84.00,79.00,47.00,26.00,26.00,13.00,25.00,33.00,26.00,23.00,16.00,15.00,21.00,14.00,,4.00,,
2023-01-24,86.00,80.00,49.00,27.00,27.00,15.00,25.00,33.00,28.00,24.00,16.00,15.00,21.00,15.00,,4.00,,
2023-01-25,87.00,81.00,52.00,26.00,27.00,16.00,25.00,32.00,28.00,24.00,16.00,15.00,21.00,15.00,,4.00,,
2023-01-26,87.00,81.00,52.00,27.00,27.00,16.00,25.00,32.00,28.00,23.00,16.00,15.00,21.00,15.00,,4.00,,
2023-01-27,86.00,83.00,50.00,29.00,28.00,18.00,28.00,34.00,29.00,23.00,16.00,14.00,21.00,15.00,,4.00,,
2023-01-28,86.00,81.00,50.00,29.00,28.00,18.00,28.00,34.00,29.00,23.00,15.00,14.00,21.00,15.00,,4.00,,
2023-01-29,86.00,84.00,47.00,30.00,29.00,18.00,28.00,35.00,30.00,23.00,15.00,14.00,21.00,15.00,,4.00,,
2023-01-30,87.00,85.00,48.00,31.00,29.00,18.00,28.00,35.00,30.00,24.00,17.00,14.00,21.00,15.00,,4.00,,
2023-01-31,91.00,87.00,48.00,31.00,29.00,18.00,28.00,35.00,31.00,25.00,17.00,14.00,21.00,16.00,,4.00,,
2023-02-01,92.00,88.00,48.00,31.00,29.00,18.00,28.00,39.00,31.00,24.00,17.00,14.00,21.00,15.00,1.00,4.00,,
2023-02-02,89.00,87.00,47.00,32.00,30.00,18.00,27.00,37.00,32.00,24.00,17.00,14.00,21.00,15.00,1.00,4.00,,
2023-02-03,92.00,87.00,45.00,32.00,29.00,18.00,28.00,37.00,33.00,24.00,16.00,13.00,21.00,15.00,1.00,4.00,,
2023-02-04,92.00,86.00,45.00,33.00,29.00,18.00,28.00,36.00,34.00,24.00,16.00,13.00,21.00,15.00,1.00,4.00,,
2023-02-05,93.00,87.00,44.00,32.00,29.00,19.00,27.00,36.00,33.00,24.00,16.00,13.00,21.00,15.00,1.00,4.00,,
2023-02-06,97.00,91.00,45.00,32.00,29.00,18.00,28.00,37.00,33.00,24.00,16.00,13.00,22.00,15.00,1.00,4.00,,
2023-02-07,98.00,92.00,47.00,31.00,30.00,17.00,28.00,37.00,32.00,24.00,18.00,14.00,21.00,15.00,1.00,4.00,,
2023-02-08,99.00,93.00,56.00,31.00,30.00,15.00,28.00,37.00,32.00,25.00,18.00,15.00,21.00,15.00,1.00,4.00,,
2023-02-09,99.00,93.00,59.00,33.00,29.00,15.00,28.00,38.00,33.00,26.00,17.00,14.00,21.00,15.00,1.00,4.00,,
2023-02-10,98.00,91.00,68.00,34.00,28.00,15.00,28.00,37.00,33.00,26.00,17.00,13.00,21.00,16.00,1.00,4.00,,
2023-02-11,94.00,91.00,73.00,34.00,28.00,14.00,28.00,37.00,33.00,26.00,16.00,12.00,21.00,16.00,1.00,4.00,,
2023-02-12,93.00,92.00,77.00,34.00,28.00,13.00,28.00,37.00,34.00,26.00,16.00,14.00,21.00,16.00,1.00,4.00,,
2023-02-13,94.00,93.00,83.00,35.00,28.00,13.00,28.00,38.00,35.00,26.00,17.00,14.00,21.00,16.00,1.00,4.00,,
2023-02-14,94.00,91.00,84.00,35.00,28.00,14.00,28.00,39.00,37.00,26.00,18.00,14.00,21.00,16.00,1.00,4.00,,
2023-02-15,103.00,92.00,82.00,36.00,28.00,14.00,28.00,40.00,37.00,27.00,18.00,14.00,22.00,17.00,1.00,4.00,,
2023-02-16,103.00,91.00,87.00,35.00,28.00,14.00,28.00,40.00,37.00,27.00,21.00,13.00,22.00,17.00,1.00,3.00,,
2023-02-17,103.00,93.00,85.00,35.00,28.00,14.00,27.00,41.00,36.00,28.00,21.00,13.00,22.00,18.00,1.00,3.00,,
2023-02-18,101.00,92.00,82.00,36.00,28.00,14.00,27.00,41.00,36.00,28.00,21.00,13.00,22.00,18.00,1.00,3.00,,
2023-02-19,100.00,91.00,83.00,36.00,28.00,14.00,27.00,41.00,36.00,28.00,21.00,13.00,22.00,18.00,1.00,3.00,,
2023-02-20,100.00,91.00,84.00,36.00,28.00,15.00,27.00,41.00,36.00,28.00,21.00,13.00,22.00,18.00,1.00,3.00,,
2023-02-21,105.00,92.00,86.00,36.00,28.00,15.00,27.00,42.00,36.00,28.00,21.00,13.00,22.00,18.00,1.00,3.00,,
2023-02-22,107.00,94.00,86.00,39.00,29.00,16.00,28.00,41.00,37.00,28.00,21.00,13.00,22.00,18.00,1.00,3.00,,
2023-02-23,107.00,91.00,84.00,41.00,28.00,16.00,28.00,41.00,34.00,28.00,21.00,14.00,22.00,18.00,2.00,3.00,,
2023-02-24,110.00,92.00,83.00,42.00,28.00,17.00,29.00,42.00,35.00,28.00,22.00,14.00,22.00,17.00,5.00,3.00,,
2023-02-25,109.00,91.00,83.00,42.00,28.00,17.00,29.00,42.00,35.00,27.00,22.00,14.00,22.00,16.00,5.00,3.00,,
2023-02-26,109.00,89.00,84.00,42.00,28.00,17.00,28.00,40.00,35.00,28.00,22.00,14.00,22.00,17.00,6.00,3.00,,
2023-02-27,111.00,91.00,84.00,42.00,28.00,17.00,28.00,39.00,36.00,28.00,22.00,14.00,24.00,17.00,6.00,3.00,,
2023-02-28,112.00,94.00,84.00,44.00,27.00,17.00,29.00,39.00,36.00,28.00,25.00,15.00,24.00,17.00,6.00,3.00,,
2023-03-01,113.00,93.00,83.00,44.00,27.00,17.00,29.00,38.00,36.00,28.00,25.00,14.00,24.00,17.00,6.00,4.00,,
2023-03-02,110.00,90.00,81.00,43.00,25.00,17.00,29.00,39.00,35.00,27.00,26.00,14.00,24.00,16.00,6.00,4.00,,
2023-03-03,109.00,89.00,81.00,43.00,26.00,16.00,31.00,36.00,35.00,27.00,27.00,14.00,24.00,16.00,8.00,4.00,,
2023-03-04,109.00,88.00,80.00,43.00,25.00,16.00,29.00,36.00,35.00,28.00,27.00,13.00,24.00,16.00,8.00,4.00,,
2023-03-05,106.00,88.00,80.00,42.00,26.00,15.00,29.00,36.00,35.00,28.00,27.00,14.00,24.00,16.00,8.00,4.00,,
2023-03-06,105.00,89.00,79.00,42.00,26.00,15.00,30.00,36.00,35.00,29.00,27.00,15.00,24.00,18.00,8.00,4.00,,
2023-03-07,107.00,91.00,79.00,42.00,26.00,16.00,31.00,36.00,36.00,29.00,27.00,15.00,24.00,18.00,8.00,4.00,,
2023-03-08,103.00,89.00,79.00,45.00,25.00,16.00,31.00,35.00,37.00,28.00,27.00,15.00,23.00,17.00,8.00,4.00,,
2023-03-09,100.00,89.00,77.00,45.00,25.00,16.00,31.00,36.00,37.00,29.00,26.00,16.00,23.00,17.00,8.00,4.00,,
2023-03-10,98.00,88.00,72.00,45.00,26.00,15.00,33.00,36.00,37.00,29.00,26.00,15.00,23.00,17.00,8.00,4.00,,
2023-03-11,97.00,86.00,68.00,42.00,26.00,15.00,33.00,36.00,37.00,27.00,26.00,15.00,23.00,16.00,8.00,4.00,,
2023-03-12,98.00,86.00,58.00,44.00,26.00,14.00,33.00,36.00,37.00,27.00,26.00,15.00,23.00,16.00,8.00,4.00,,
2023-03-13,98.00,89.00,51.00,45.00,26.00,13.00,34.00,36.00,38.00,27.00,26.00,15.00,25.00,16.00,8.00,4.00,,
2023-03-14,98.00,91.00,46.00,46.00,27.00,15.00,34.00,36.00,38.00,28.00,25.00,14.00,25.00,18.00,11.00,4.00,,
2023-03-15,98.00,90.00,40.00,46.00,27.00,16.00,34.00,35.00,37.00,27.00,25.00,14.00,25.00,18.00,11.00,4.00,,
2023-03-16,97.00,95.00,37.00,48.00,27.00,16.00,34.00,34.00,39.00,27.00,24.00,14.00,26.00,18.00,11.00,3.00,,
2023-03-17,88.00,93.00,38.00,48.00,27.00,16.00,35.00,34.00,39.00,29.00,23.00,14.00,26.00,18.00,11.00,3.00,,
2023-03-18,85.00,92.00,32.00,48.00,27.00,15.00,34.00,34.00,38.00,29.00,21.00,14.00,27.00,18.00,11.00,3.00,,1.00
2023-03-19,81.00,89.00,32.00,48.00,26.00,15.00,34.00,32.00,38.00,28.00,21.00,13.00,27.00,17.00,11.00,3.00,,1.00
2023-03-20,81.00,90.00,32.00,48.00,26.00,15.00,34.00,32.00,38.00,28.00,22.00,13.00,27.00,18.00,11.00,3.00,,1.00
2023-03-21,81.00,93.00,33.00,49.00,27.00,15.00,34.00,32.00,40.00,28.00,22.00,14.00,27.00,19.00,11.00,3.00,,1.00
2023-03-22,83.00,95.00,34.00,50.00,27.00,16.00,35.00,32.00,41.00,29.00,22.00,14.00,27.00,19.00,12.00,3.00,,1.00
2023-03-23,86.00,99.00,37.00,50.00,27.00,16.00,36.00,32.00,41.00,30.00,22.00,14.00,27.00,19.00,12.00,4.00,,1.00
2023-03-24,89.00,97.00,36.00,48.00,26.00,17.00,35.00,32.00,41.00,30.00,22.00,14.00,26.00,19.00,12.00,4.00,,1.00
2023-03-25,85.00,96.00,37.00,44.00,26.00,15.00,35.00,32.00,41.00,31.00,22.00,13.00,26.00,19.00,11.00,4.00,,1.00
2023-03-26,82.00,95.00,37.00,42.00,26.00,15.00,35.00,31.00,40.00,30.00,21.00,13.00,26.00,18.00,10.00,4.00,,1.00
2023-03-27,82.00,98.00,37.00,42.00,26.00,17.00,37.00,31.00,41.00,30.00,21.00,13.00,26.00,18.00,11.00,4.00,,1.00
2023-03-28,86.00,100.00,42.00,42.00,26.00,17.00,37.00,31.00,41.00,30.00,24.00,13.00,26.00,18.00,11.00,4.00,,1.00
2023-03-29,86.00,97.00,42.00,43.00,26.00,17.00,38.00,32.00,40.00,30.00,27.00,13.00,25.00,18.00,11.00,4.00,,1.00
2023-03-30,85.00,92.00,45.00,41.00,26.00,17.00,36.00,32.00,39.00,31.00,25.00,13.00,25.00,18.00,11.00,4.00,,1.00
2023-03-31,86.00,93.00,47.00,40.00,25.00,17.00,36.00,32.00,39.00,30.00,25.00,13.00,24.00,18.00,11.00,3.00,,1.00
2023-04-01,85.00,93.00,47.00,40.00,24.00,17.00,36.00,32.00,39.00,30.00,24.00,13.00,24.00,18.00,11.00,3.00,,1.00
2023-04-02,85.00,93.00,48.00,39.00,23.00,17.00,34.00,32.00,39.00,30.00,24.00,13.00,24.00,18.00,7.00,3.00,,1.00
2023-04-03,85.00,96.00,49.00,40.00,23.00,17.00,35.00,33.00,40.00,30.00,25.00,13.00,24.00,19.00,7.00,3.00,,1.00
2023-04-04,86.00,100.00,49.00,40.00,24.00,17.00,35.00,34.00,41.00,30.00,26.00,14.00,24.00,19.00,7.00,3.00,,1.00
2023-04-05,87.00,99.00,49.00,41.00,24.00,16.00,36.00,34.00,41.00,30.00,27.00,14.00,25.00,20.00,8.00,3.00,,1.00
2023-04-06,85.00,97.00,49.00,42.00,24.00,15.00,37.00,34.00,39.00,30.00,27.00,13.00,25.00,20.00,8.00,3.00,,1.00
2023-04-07,84.00,94.00,47.00,40.00,24.00,15.00,37.00,33.00,38.00,31.00,26.00,14.00,25.00,20.00,8.00,3.00,,1.00
2023-04-08,84.00,91.00,47.00,39.00,24.00,15.00,37.00,32.00,37.00,30.00,26.00,14.00,25.00,20.00,8.00,3.00,,1.00
2023-04-09,84.00,90.00,45.00,39.00,24.00,15.00,34.00,32.00,37.00,30.00,26.00,14.00,26.00,20.00,8.00,3.00,,1.00
2023-04-10,84.00,89.00,45.00,39.00,25.00,15.00,34.00,32.00,37.00,30.00,26.00,15.00,26.00,20.00,8.00,3.00,,1.00
2023-04-11,85.00,88.00,46.00,37.00,24.00,15.00,34.00,32.00,36.00,30.00,26.00,15.00,26.00,20.00,8.00,3.00,,1.00
2023-04-12,85.00,86.00,45.00,38.00,24.00,15.00,34.00,31.00,36.00,29.00,27.00,16.00,27.00,19.00,9.00,3.00,,1.00
2023-04-13,85.00,84.00,46.00,39.00,24.00,13.00,34.00,32.00,38.00,28.00,29.00,15.00,27.00,18.00,6.00,3.00,,1.00
2023-04-14,85.00,81.00,45.00,41.00,24.00,13.00,35.00,32.00,39.00,27.00,28.00,15.00,27.00,17.00,8.00,3.00,,1.00
2023-04-15,85.00,80.00,45.00,40.00,24.00,13.00,35.00,32.00,37.00,27.00,28.00,15.00,27.00,17.00,8.00,3.00,,1.00
2023-04-16,85.00,78.00,43.00,40.00,24.00,12.00,34.00,32.00,37.00,26.00,28.00,15.00,27.00,17.00,8.00,3.00,,1.00
2023-04-17,85.00,82.00,44.00,40.00,24.00,13.00,34.00,33.00,37.00,26.00,29.00,15.00,27.00,17.00,8.00,3.00,,1.00
2023-04-18,86.00,86.00,45.00,39.00,25.00,13.00,35.00,33.00,39.00,26.00,30.00,15.00,27.00,17.00,8.00,3.00,,1.00
2023-04-19,85.00,90.00,46.00,41.00,25.00,13.00,35.00,33.00,42.00,26.00,28.00,15.00,26.00,16.00,8.00,3.00,,1.00
2023-04-20,88.00,90.00,45.00,40.00,23.00,13.00,35.00,33.00,40.00,25.00,27.00,15.00,28.00,15.00,8.00,3.00,,1.00
2023-04-21,90.00,89.00,47.00,41.00,23.00,12.00,34.00,33.00,39.00,24.00,26.00,15.00,28.00,15.00,8.00,3.00,,1.00
2023-04-22,90.00,89.00,45.00,41.00,23.00,10.00,33.00,32.00,39.00,20.00,26.00,15.00,26.00,15.00,8.00,2.00,,1.00
2023-04-23,89.00,87.00,44.00,41.00,23.00,9.00,33.00,32.00,39.00,19.00,26.00,15.00,26.00,13.00,9.00,2.00,,1.00
2023-04-24,92.00,88.00,44.00,42.00,23.00,9.00,34.00,32.00,39.00,19.00,26.00,15.00,26.00,13.00,9.00,2.00,,1.00
2023-04-25,94.00,89.00,44.00,44.00,23.00,9.00,34.00,31.00,40.00,20.00,26.00,15.00,26.00,13.00,9.00,2.00,,1.00
2023-04-26,95.00,85.00,44.00,43.00,23.00,8.00,33.00,32.00,39.00,19.00,26.00,14.00,26.00,12.00,9.00,2.00,,1.00
2023-04-27,92.00,82.00,42.00,44.00,23.00,10.00,34.00,32.00,39.00,19.00,25.00,13.00,26.00,12.00,10.00,2.00,,1.00
2023-04-28,91.00,83.00,42.00,45.00,24.00,10.00,33.00,32.00,40.00,19.00,24.00,14.00,26.00,12.00,10.00,2.00,,1.00
2023-04-29,86.00,79.00,41.00,45.00,24.00,10.00,33.00,31.00,39.00,18.00,24.00,14.00,26.00,12.00,10.00,2.00,,1.00
2023-04-30,83.00,78.00,41.00,44.00,24.00,10.00,33.00,29.00,38.00,18.00,24.00,14.00,25.00,12.00,10.00,2.00,,1.00
2023-05-01,83.00,78.00,41.00,45.00,24.00,10.00,32.00,29.00,38.00,18.00,26.00,14.00,25.00,12.00,10.00,2.00,,1.00
2023-05-02,84.00,81.00,41.00,46.00,24.00,10.00,32.00,30.00,38.00,18.00,27.00,14.00,26.00,12.00,10.00,2.00,,1.00
2023-05-03,83.00,77.00,40.00,46.00,26.00,12.00,33.00,27.00,38.00,19.00,27.00,14.00,26.00,13.00,8.00,2.00,,1.00
2023-05-04,83.00,73.00,42.00,45.00,25.00,12.00,33.00,26.00,36.00,19.00,27.00,14.00,28.00,13.00,8.00,2.00,,1.00
2023-05-05,82.00,70.00,42.00,45.00,24.00,12.00,34.00,26.00,35.00,20.00,26.00,14.00,27.00,13.00,7.00,0.00,,1.00
2023-05-06,81.00,68.00,40.00,44.00,24.00,12.00,34.00,25.00,36.00,20.00,26.00,14.00,27.00,13.00,7.00,0.00,,0.00
2023-05-07,81.00,68.00,40.00,44.00,24.00,12.00,34.00,24.00,36.00,19.00,26.00,14.00,27.00,13.00,7.00,0.00,,0.00
2023-05-08,80.00,68.00,40.00,44.00,24.00,12.00,35.00,25.00,36.00,20.00,27.00,14.00,28.00,13.00,7.00,0.00,,0.00
2023-05-09,81.00,67.00,41.00,45.00,24.00,12.00,36.00,25.00,36.00,22.00,28.00,14.00,25.00,15.00,7.00,0.00,,0.00
2023-05-10,83.00,68.00,41.00,45.00,23.00,12.00,36.00,27.00,36.00,22.00,28.00,14.00,26.00,15.00,7.00,0.00,,0.00
2023-05-11,81.00,72.00,41.00,45.00,23.00,12.00,36.00,26.00,37.00,22.00,28.00,14.00,26.00,15.00,7.00,0.00,,0.00
2023-05-12,80.00,73.00,41.00,44.00,23.00,12.00,36.00,26.00,38.00,22.00,28.00,15.00,26.00,15.00,7.00,0.00,,0.00
2023-05-13,80.00,72.00,40.00,43.00,23.00,12.00,35.00,25.00,36.00,22.00,27.00,15.00,26.00,15.00,7.00,0.00,,0.00
2023-05-14,78.00,71.00,40.00,40.00,23.00,12.00,35.00,25.00,36.00,21.00,27.00,15.00,27.00,14.00,5.00,0.00,,0.00
2023-05-15,81.00,71.00,41.00,39.00,23.00,13.00,35.00,27.00,35.00,21.00,27.00,16.00,27.00,14.00,5.00,0.00,,0.00
2023-05-16,81.00,71.00,43.00,39.00,23.00,13.00,35.00,28.00,35.00,21.00,27.00,16.00,27.00,14.00,5.00,0.00,,0.00
2023-05-17,82.00,70.00,41.00,39.00,23.00,12.00,35.00,27.00,36.00,20.00,27.00,17.00,27.00,13.00,5.00,0.00,,0.00
2023-05-18,80.00,69.00,37.00,40.00,22.00,12.00,33.00,27.00,37.00,22.00,24.00,17.00,27.00,13.00,5.00,0.00,,0.00
2023-05-19,81.00,67.00,37.00,38.00,22.00,12.00,33.00,26.00,34.00,21.00,25.00,17.00,28.00,13.00,5.00,0.00,,0.00
2023-05-20,74.00,65.00,36.00,38.00,22.00,12.00,33.00,26.00,34.00,21.00,25.00,17.00,26.00,13.00,5.00,0.00,,0.00
2023-05-21,72.00,64.00,33.00,38.00,21.00,12.00,33.00,25.00,33.00,21.00,25.00,17.00,25.00,13.00,5.00,0.00,,0.00
2023-05-22,71.00,65.00,33.00,38.00,21.00,12.00,33.00,27.00,34.00,21.00,25.00,17.00,25.00,13.00,5.00,0.00,,0.00
2023-05-23,71.00,67.00,33.00,45.00,21.00,12.00,34.00,28.00,34.00,21.00,26.00,17.00,25.00,14.00,4.00,0.00,,0.00
2023-05-24,68.00,67.00,33.00,44.00,20.00,12.00,33.00,28.00,34.00,21.00,24.00,17.00,26.00,14.00,4.00,1.00,,0.00
2023-05-25,65.00,65.00,35.00,43.00,21.00,12.00,34.00,27.00,31.00,21.00,25.00,17.00,26.00,14.00,4.00,1.00,,0.00
2023-05-26,62.00,65.00,33.00,43.00,20.00,11.00,34.00,28.00,31.00,20.00,25.00,17.00,27.00,14.00,4.00,2.00,,1.00
2023-05-27,62.00,64.00,31.00,41.00,20.00,11.00,33.00,26.00,30.00,21.00,25.00,17.00,27.00,14.00,3.00,2.00,,1.00
2023-05-28,62.00,62.00,31.00,40.00,20.00,10.00,33.00,26.00,30.00,21.00,25.00,17.00,27.00,14.00,3.00,2.00,,1.00
2023-05-29,64.00,62.00,32.00,42.00,20.00,10.00,33.00,28.00,30.00,22.00,26.00,17.00,27.00,14.00,3.00,2.00,,1.00
2023-05-30,65.00,65.00,33.00,44.00,21.00,10.00,33.00,28.00,30.00,22.00,26.00,17.00,28.00,15.00,4.00,2.00,,1.00
2023-05-31,67.00,69.00,33.00,45.00,22.00,10.00,32.00,28.00,30.00,22.00,27.00,16.00,28.00,15.00,5.00,2.00,,1.00
2023-06-01,68.00,71.00,33.00,45.00,22.00,9.00,33.00,28.00,30.00,22.00,27.00,16.00,27.00,15.00,5.00,2.00,,1.00
2023-06-02,68.00,75.00,32.00,50.00,23.00,9.00,33.00,28.00,31.00,20.00,26.00,16.00,27.00,14.00,5.00,2.00,,1.00
2023-06-03,66.00,73.00,31.00,49.00,21.00,8.00,31.00,29.00,30.00,20.00,26.00,16.00,27.00,14.00,5.00,2.00,,1.00
2023-06-04,65.00,73.00,30.00,49.00,21.00,8.00,31.00,29.00,30.00,19.00,26.00,16.00,27.00,13.00,6.00,2.00,,1.00
2023-06-05,66.00,75.00,30.00,49.00,22.00,8.00,32.00,29.00,30.00,19.00,26.00,16.00,27.00,13.00,6.00,2.00,,1.00
2023-06-06,67.00,77.00,32.00,52.00,22.00,8.00,33.00,30.00,31.00,19.00,26.00,17.00,27.00,13.00,6.00,2.00,,1.00
2023-06-07,67.00,79.00,31.00,52.00,22.00,8.00,33.00,29.00,31.00,19.00,25.00,18.00,28.00,13.00,6.00,2.00,,1.00
2023-06-08,67.00,82.00,30.00,52.00,22.00,9.00,33.00,29.00,30.00,19.00,24.00,17.00,28.00,13.00,7.00,2.00,,1.00
2023-06-09,68.00,84.00,31.00,53.00,22.00,9.00,34.00,29.00,30.00,18.00,25.00,18.00,29.00,13.00,7.00,2.00,,1.00
2023-06-10,68.00,80.00,30.00,53.00,23.00,8.00,33.00,29.00,30.00,18.00,25.00,18.00,29.00,12.00,7.00,2.00,,1.00
2023-06-11,67.00,78.00,30.00,53.00,23.00,7.00,33.00,29.00,30.00,18.00,26.00,18.00,29.00,12.00,6.00,2.00,,1.00
2023-06-12,67.00,79.00,32.00,54.00,23.00,7.00,34.00,31.00,30.00,20.00,27.00,19.00,30.00,12.00,6.00,2.00,,1.00
2023-06-13,83.00,83.00,32.00,55.00,23.00,7.00,36.00,31.00,30.00,20.00,27.00,19.00,30.00,12.00,6.00,2.00,,1.00
2023-06-14,82.00,85.00,31.00,56.00,23.00,6.00,36.00,30.00,30.00,19.00,26.00,19.00,30.00,12.00,7.00,2.00,,1.00
2023-06-15,83.00,88.00,29.00,56.00,23.00,6.00,35.00,31.00,30.00,21.00,27.00,19.00,30.00,15.00,9.00,2.00,,1.00
2023-06-16,82.00,84.00,29.00,56.00,23.00,6.00,35.00,31.00,30.00,21.00,27.00,20.00,30.00,16.00,9.00,2.00,,1.00
2023-06-17,82.00,80.00,29.00,55.00,23.00,6.00,35.00,30.00,27.00,20.00,26.00,20.00,30.00,16.00,9.00,2.00,,1.00
2023-06-18,81.00,79.00,28.00,55.00,23.00,6.00,33.00,30.00,26.00,20.00,25.00,20.00,30.00,16.00,9.00,2.00,,1.00
2023-06-19,83.00,82.00,29.00,57.00,24.00,6.00,33.00,33.00,27.00,20.00,26.00,20.00,30.00,16.00,9.00,2.00,,1.00
2023-06-20,85.00,84.00,29.00,58.00,24.00,6.00,33.00,33.00,26.00,20.00,28.00,20.00,30.00,16.00,9.00,2.00,,1.00
2023-06-21,87.00,87.00,29.00,58.00,24.00,5.00,33.00,30.00,24.00,22.00,28.00,21.00,29.00,17.00,10.00,2.00,,1.00
2023-06-22,95.00,88.00,29.00,53.00,24.00,6.00,32.00,30.00,24.00,22.00,28.00,22.00,29.00,16.00,11.00,2.00,,1.00
2023-06-23,96.00,89.00,29.00,53.00,24.00,6.00,33.00,31.00,24.00,21.00,29.00,22.00,29.00,14.00,11.00,1.00,,1.00
2023-06-24,98.00,88.00,28.00,53.00,23.00,6.00,33.00,31.00,24.00,21.00,27.00,22.00,28.00,14.00,11.00,1.00,,1.00
2023-06-25,97.00,87.00,28.00,53.00,22.00,6.00,33.00,28.00,24.00,21.00,27.00,22.00,27.00,14.00,11.00,1.00,,1.00
2023-06-26,103.00,88.00,30.00,53.00,22.00,6.00,33.00,28.00,24.00,21.00,27.00,22.00,27.00,13.00,11.00,1.00,,1.00
2023-06-27,105.00,91.00,30.00,54.00,23.00,6.00,34.00,28.00,24.00,22.00,28.00,22.00,29.00,14.00,11.00,1.00,,1.00
2023-06-28,105.00,93.00,28.00,53.00,24.00,6.00,34.00,28.00,24.00,22.00,27.00,22.00,31.00,15.00,11.00,1.00,,1.00
2023-06-29,105.00,92.00,28.00,53.00,24.00,6.00,34.00,27.00,24.00,23.00,29.00,22.00,31.00,15.00,11.00,1.00,,1.00
2023-06-30,104.00,89.00,29.00,50.00,24.00,7.00,34.00,28.00,24.00,23.00,29.00,21.00,31.00,15.00,11.00,1.00,,1.00
2023-07-01,102.00,86.00,29.00,49.00,23.00,7.00,34.00,28.00,24.00,23.00,29.00,21.00,31.00,15.00,11.00,1.00,,1.00
2023-07-02,102.00,84.00,29.00,45.00,23.00,6.00,34.00,27.00,22.00,23.00,29.00,21.00,31.00,15.00,11.00,1.00,,1.00
2023-07-03,103.00,84.00,30.00,46.00,23.00,6.00,34.00,29.00,22.00,24.00,29.00,21.00,31.00,15.00,11.00,1.00,,1.00
2023-07-04,105.00,84.00,31.00,46.00,23.00,6.00,34.00,30.00,22.00,24.00,29.00,22.00,33.00,16.00,11.00,1.00,,1.00
2023-07-05,105.00,83.00,31.00,45.00,23.00,6.00,32.00,30.00,22.00,24.00,28.00,22.00,33.00,16.00,11.00,1.00,,1.00
